05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|    3|   3|8755438 |2017505886|4|CONV-PRINC-A45: CALD *1-I*              |Escada de acesso ao teto                |CTPCM     |CANC      |MEDE     |301036.PSGI.524102.000001.0001|CTMIINTG|30.05.2018|PMANORMA|CAMPSPAR|06.05.2016|          |P35|D   |
|    2|   2|8755438 |2017505886|4|CONV-PRINC-A45: PINT *1-I*              |Falta placa                             |CTPCM     |CMAN      |MEDE MSUC|301036.PSGI.524102.000001.0001|CTMIECOP|06.05.2018|PMANORMA|CAMPSPAR|06.05.2016|19.07.2016|P35|D   |
|    1|   1|8755438 |2017505886|4|CONV-PRINC-A45: TEMP *2-II*             |                                        |CTPCM     |CMAN      |MEDE MSUC|301036.PSGI.524102.000001.0001|CTMIINTG|31.05.2018|PMGERAL |CAMPSPAR|06.05.2016|30.06.2017|P35|C   |
|    1|   1|2661070 |          |6|RI 53/07 - RTI 03                       |NOTA ZS CONFIRMADA                      |          |RECB      |MEDL     |301033.FSCA.511199.000001     |CTMIINTG|31.03.2019|        |CAMPSPAR|15.07.2007|          |P33|D   |
|    1|   1|9480468 |2015798291|4|PRAMAQ-21800-A-13: CALD                 |                                        |070COP02  |RECB      |MEDL     |301033.FSCI.542301.000002.0011|CTPCM   |31.01.2019|PMGERAL |CAMPSPAR|27.02.2017|          |P33|C   |
|    1|   1|5988126 |2017423418|6|PRAMAQ-4500-A10: REPAR                  |                                        |070COM02  |RECB      |MEDL     |301033.FSCI.542301.000003.0010|CTPCM   |31.10.2018|PMGERAL |PARDPAR |26.02.2013|          |P33|C   |
|    3|   3|10765406|          |3|PP-A09:PINT                             |                                        |400TIP02  |PH        |MEDA     |301033.PSTG.123301.000003.0002|CTMEINTG|          |INSPFORM|CAMPPAR |07.08.2018|          |P33|C   |
|    2|   2|10765406|          |3|PP-A09:PINT                             |                                        |400TIP02  |PH        |MEDA     |301033.PSTG.123301.000003.0002|CTMEINTG|          |INSPEXTE|CAMPSPAR|07.08.2018|          |P33|D   |
|    1|   1|10765406|          |3|PP-A09:PINT                             |                                        |400TIP02  |PH        |MEDA     |301033.PSTG.123301.000003.0002|CTMEINTG|          |INSPEXTE|CAMPSPAR|07.08.2018|          |P33|C   |
|    5|   5|10685358|2018079695|5|PP-A07:PINT                             |CORROSÃO VIGAS  PLAT. OP/MAN E GUA-CORPO|          |PH        |MEDA     |301033.PSCG.123109.000026.0003|CTMEINTG|          |PMPINTUR|CAMPSPAR|07.07.2018|          |P33|C   |
|    4|   4|10685358|2018079695|5|PP-A07:CALD                             |CORROSÃO NAS CHAPAS PISO DA PLAT. OP/MAN|          |PH        |MEDA     |301033.PSCG.123109.000026.0003|CTMIINTG|          |PMANORMA|CAMPSPAR|07.07.2018|          |P33|C   |
|    3|   3|10685358|2018079695|5|PP-A07:CALD                             |CORROSÃO NAS VIGAS DA PLAT. MANUT. OPERA|          |PH        |MEDA     |301033.PSCG.123109.000026.0003|CTMIINTG|          |PMANORMA|CAMPSPAR|07.07.2018|          |P33|C   |
|    2|   2|10685358|2018079695|5|PP-A07:PINT                             |CORROSÃO NA BASE DE BORESTE             |          |PH        |MEDA     |301033.PSCG.123109.000026.0003|CTMEINTG|          |PMPINTUR|CAMPSPAR|07.07.2018|          |P33|C   |
|    1|   1|10685358|2018079695|5|PP-A07:CALD                             |FIXAÇÃO DA BASE DE BORESTE              |          |PH        |MEDA     |301033.PSCG.123109.000026.0003|CTMIECOP|          |PMANORMA|CAMPSPAR|07.07.2018|          |P33|C   |
|    1|   1|9874211 |2016751945|5|CONV-PROD-A05: CALD                     |                                        |CTPCM     |RECB      |MEDL     |301033.PSCG.123101.000022.0008|CTMIINTG|31.03.2019|PMPINTUR|CAMPSPAR|13.08.2017|          |P33|C   |
|    1|   1|9682634 |2016467002|6|PINT*1-IV*1.1                           |tratar/pinta 1-DA-B10-6032-N V-UC-122302|CTMIINTG  |RECB      |MEDL     |301036.PSCG.123106.000007.0001|CTMIINTG|31.07.2020|PMPINTUR|PARDSPAR|27.05.2017|          |P35|C   |
|    3|   3|6502484 |2015889183|7|CALD*2-IV*3.1                           |                                        |          |RECB      |MEDL     |301036.PSGC.513505.000003.0001|CTMIPPRO|28.02.2019|PMGERAL |CAMPSPAR|02.10.2013|          |P35|C   |
|    2|   2|6502484 |2015889183|7|CONV-PROD-A23: PINT                     |                                        |          |CMAN      |MEDE MSUC|301036.PSGC.513505.000003.0001|CTMIECOP|04.01.2017|INSPINTE|CAMPSPAR|02.10.2013|14.05.2016|P35|D   |
|    1|   1|6502484 |2015889183|7|CONV-PROD-A23: PINT                     |                                        |          |CMAN      |MEDE MSUC|301036.PSGC.513505.000003.0001|CTMIECOP|08.12.2016|INSPINTE|PARDSPAR|02.10.2013|27.03.2016|P35|C   |
|    4|   5|10216041|2017706191|7|PP-A17A - CALD                          |AUSÊNCIA DE FIXAÇÃO DO TURCO            |400TIP02  |CMAN      |MEDE MSUC|301040.PSCG.123113.000024.0009|CTMIECOP|14.05.2018|PMPINTUR|CAMPSPAR|01.01.2018|31.07.2018|P37|D   |
|    3|   4|10216041|2017706191|7|CP-A17: ISOL                            |AUSÊNCIA DE ISOLAMENTO                  |400TIP02  |CMAN      |MEDE MSUC|301040.PSCG.123113.000024.0009|CTMIECOP|14.05.2018|PMISOLTR|CAMPSPAR|01.01.2018|31.07.2018|P37|D   |
|    3|   3|10216041|2017706191|7|CP-A17: PINT                            |AUSÊNCIA DE ISOLAMENTO                  |400TIP02  |CMAN      |MEDE MSUC|301040.PSCG.123113.000024.0009|CTMIECOP|14.05.2018|PMISOLTR|CAMPSPAR|01.01.2018|31.07.2018|P37|D   |
|    2|   2|10216041|2017706191|7|CP-A17: ISOL                            |AUSÊNCIA DE ISOLAMENTO                  |400TIP02  |RECB      |MEDL     |301040.PSCG.123113.000024.0009|CTPCM   |14.05.2018|PMISOLTR|CAMPSPAR|01.01.2018|          |P37|D   |
|    1|   1|10216041|2017706191|7|CP-A17: PINT                            |CORROSÃO SUPORTE DA PLACA               |400TIP02  |CMAN      |MEDE MSUC|301040.PSCG.123113.000024.0009|CTMIECOP|14.05.2018|PMGERAL |CAMPSPAR|01.01.2018|31.07.2018|P37|D   |
|    1|   1|9582558 |2016102616|6|ACC-ESC-A17: CALD                       |FEIXE                                   |090GPL02  |RECB      |MEDL     |301040.PSCG.123113.000024.0009|CTMEINTG|24.04.2019|PMGERAL |CAMPPAR |12.04.2017|          |P37|D   |
|    1|   2|9607059 |2017158304|4|PINT                                    |                                        |CTPCM     |RECB      |MEDL     |301040.FSCA.511199.000002.0004|CTPCM   |22.01.2018|PMANORMA|CAMPSPAR|24.04.2017|          |P37|D   |
|    1|   1|9607059 |2017158304|4|CALD                                    |                                        |CTPCM     |RECB      |MEDL     |301040.FSCA.511199.000002.0004|CTPCM   |22.01.2018|PMANORMA|CAMPPAR |24.04.2017|          |P37|D   |
|    1|   1|9699797 |2017168111|5|CS-A43: PINT                            |Corrosão devido perda película de tinta.|040COP02  |CMAN      |MEDE MSUC|301029.PSCG.123103.000008.0008|CTMIECOP|05.12.2017|INSPEXTE|CAMPSPAR|02.06.2017|05.12.2017|P26|D   |
|    2|   2|9699797 |2017168111|5|CS-A43: PINT                            |Corrosão devido perda película de tinta.|040COP02  |CMAN      |MEDE MSUC|301029.PSCG.123103.000008.0008|CTMIECOP|08.02.2018|INSPEXTE|CAMPSPAR|02.06.2017|08.02.2018|P26|D   |
|    3|   3|9699797 |2017168111|5|CS-A43: PINT                            |Corrosão devido perda película de tinta.|040COP02  |RECB      |MEDL     |301029.PSCG.123103.000008.0008|CTMIECOP|03.08.2018|PMANORMA|CAMPSPAR|02.06.2017|          |P26|D   |
|    2|   1|10386019|2017660671|5|CP-A26: REPAR                           |Corrosão alveolar e furo na stand pipe  |CTPCM     |RECB      |MEDL     |301020.PSTP.122302.000004.0001|CTPCM   |25.05.2018|PMGERAL |PARDSPAR|08.03.2018|          |P20|C   |
|    1|   1|7556946 |          |2|COL-A65 CALD *4-II*                     |Vaso com corrosão alvéolar generalizada.|          |RECB      |MEDL     |301019.FAPO.512208.000003.0001|CTMIINTG|30.11.2018|PMGERAL |CAMPPAR |24.12.2014|          |P19|C   |
|    1|   1|9959002 |2018007323|5|COL-A65: CALD                           |Furo no casco do equipamento.           |          |RECB      |MEDL     |301019.FAPO.512208.000004.0001|CTMIINTG|18.08.2018|PMANORMA|CAMPPAR |16.09.2017|          |P19|D   |
|    1|   1|10152506|2017388025|5|CONV-PROD-A03: PINT                     |                                        |070COP02  |RECB      |MEDL     |301033.PSTP.122302.000006.0001|CTPCM   |22.02.2018|PMGERAL |CAMPSPAR|05.12.2017|          |P33|C   |
|    1|   1|9640585 |2016187793|4|CONV-PROD-A08: CALD                     |                                        |CTMIINTG  |RECB      |MEDL     |301033.FSAQ.512507.000002.0004|CTPCM   |31.05.2019|PMGERAL |CAMPPAR |08.05.2017|          |P33|C   |
|    1|   1|9874723 |2016611619|2|ENGROOM-A34:PINT:TQ512404:3-III         |CORROSÃO INTERNA                        |CTMIINTG  |RECB      |MEDL     |301056.FSRA.512403.000002.0001|CTMEINTG|16.05.2019|PMANORMA|CAMPSPAR|14.08.2017|          |P47|C   |
|    1|   1|10458746|2017537830|4|PINT*1-I*1.1                            |Tratar e pintar teto do TQ-1012         |CTMIECOP  |RECB      |MEDL     |301036.FAPO.512202.000002.0001|CTMIECOP|30.04.2020|PMANORMA|CAMPSPAR|07.04.2018|          |P35|D   |
|    2|   2|10458746|2017537830|4|PINT*1-I*2.1                            |Tratar e pintar bocais do TQ-1012       |CTMIECOP  |RECB      |MEDL     |301036.FAPO.512202.000002.0001|CTMIECOP|30.04.2020|PMANORMA|CAMPSPAR|07.04.2018|          |P35|D   |
|    1|   1|10127227|2017168173|6|CP-A128:PINT                            |Processo corrosivo chapa de fundo.      |          |RECB      |MEDL     |301029.FSGP.514702.000005.0001|CTMIECOP|03.08.2018|INSPEXTE|CAMPSPAR|25.11.2017|          |P26|D   |
|    1|   3|6466159 |          |4|SP-DEC-A44:CALD                         |                                        |800PLP02  |INIT      |MEDA     |301019.PSCO.122123.000001.0001|CTMIPPRO|31.10.2016|INSPEXTE|CAMPSPAR|17.09.2013|          |P19|C   |
|    2|   2|6466159 |          |4|MDEC-A-32:MANUT *3-III*                 |                                        |800PLP02  |CANC      |MEDE     |301019.PSCO.122123.000001.0001|CTMIOP  |30.10.2015|PMANORMA|CAMPSPAR|17.09.2013|          |P19|C   |
|    1|   1|6466159 |          |4|SP-DEC-A44:MANUT *3-IV*                 |                                        |800PLP02  |CANC      |MEDE     |301019.PSCO.122123.000001.0001|CTMIPPRO|31.10.2016|INSPEXTE|CAMPSPAR|17.09.2013|20.09.2016|P19|C   |
|    1|   1|10500945|2017837926|4|CONV-PRIN-A33: PINT                     |                                        |070COP02  |RECB      |MEDL     |301033.PSFL.541203.000002.0001|CTMIECOP|10.06.2018|PMGERAL |CAMPPAR |23.04.2018|          |P33|C   |
|    2|   2|9458868 |2016992273|4|CP-A48: PINT                            |Corrossão Uniforme nas bocas de visita. |040COP02  |RECB      |MEDL     |301029.PSTG.122701.000001.0002|CTMIPPRO|30.01.2019|INSPEXTE|PARDSPAR|17.02.2017|          |P26|C   |
|    1|   1|9458868 |2016992273|4|CP-A48: PINT                            |Corrossão Uniforme em todas as conexões |040COP02  |RECB      |MEDL     |301029.PSTG.122701.000001.0002|CTMIPPRO|30.01.2019|INSPFORM|PARDSPAR|17.02.2017|          |P26|C   |
|    1|   1|9097811 |2016992095|4|CS-A48:CALD:FEIXE TUBULAR:P-123302      |CORROSÃO EXTERNA DOS TUBOS              |040COP02  |RECB      |MEDL     |301029.PSTG.123301.000004.0001|CTMIPPRO|30.09.2019|PMANORMA|PARDSPAR|23.09.2016|          |P26|C   |
|    2|   2|6465056 |          |4|MDEC-A-32:MANUT *3-III*                 |                                        |800PLP02  |CANC      |MEDE     |301019.PSEP.122304.000002.0001|CTMIOP  |21.10.2013|PMANORMA|CAMPSPAR|16.09.2013|15.07.2015|P19|C   |
|    1|   1|6465056 |          |4|SP-DEC-A44:MANUT *3-IV*                 |                                        |800PLP02  |RECB      |MEDL     |301019.PSEP.122304.000002.0001|CTMIINTG|30.10.2018|INSPEXTE|CAMPSPAR|16.09.2013|          |P19|C   |
|    1|   1|10476469|2017696601|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000008.0011|CTMIECOP|04.06.2020|PMGERAL |CAMPSPAR|14.04.2018|          |P18|D   |
|    1|   2|10476469|2017696601|4|CS-A49:CALD                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000008.0011|CTMIECOP|22.07.2018|PMGERAL |CAMPSPAR|14.04.2018|          |P18|C   |
|    4|   6|10476469|2017696601|4|CS-A48A:PINT                            |                                        |010COP02  |ELIM      |MEDE     |301018.PSCG.123101.000008.0011|010COP02|          |PMGERAL |CAMPSPAR|14.04.2018|          |P18|D   |
|    3|   5|10476469|2017696601|4|CS-A48A:PINT                            |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000008.0011|CTMIECOP|04.06.2020|PMGERAL |CAMPSPAR|14.04.2018|          |P18|D   |
|    2|   3|10476469|2017696601|4|CS-A48A:PINT                            |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000008.0011|CTMIECOP|04.06.2020|PMGERAL |CAMPSPAR|14.04.2018|          |P18|D   |
|    1|   4|10476469|2017696601|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000008.0011|CTMIECOP|22.07.2018|PMGERAL |CAMPSPAR|14.04.2018|          |P18|C   |
|    1|   2|8607908 |2016567806|4|PRAMAC-9050-A11: CALD *4-II*            |Oxidação/corrosão                       |CTPCM     |RECB      |MEDL     |301033.FSAC.513602.000002.0001|CTMIECOP|31.01.2019|PMANORMA|PARDSPAR|07.03.2016|          |P33|C   |
|    1|   1|8607908 |2016567806|4|PRAMAC-9050-A11: PINT *4-II*            |Oxidação/corrosão                       |CTPCM     |SSUC      |MEDE     |301033.FSAC.513602.000002.0001|CTMIINTG|30.11.2017|PMANORMA|PARDSPAR|07.03.2016|13.09.2017|P33|C   |
|    1|   2|9403423 |2017651945|2|CI-A07: PINT                            |Tampo inferior                          |CTPCM     |CANC      |MEDE     |301020.FAPO.512208.000001.0001|CTMIINTG|31.01.2019|PMANORMA|CAMPSPAR|25.01.2017|09.07.2018|P20|C   |
|    1|   1|9403423 |2017651945|2|CI-A07: CALD                            |Tampo inferior                          |CTPCM     |RECB      |MEDL     |301020.FAPO.512208.000001.0001|CTMEINTG|31.01.2019|PMANORMA|CAMPSPAR|25.01.2017|          |P20|C   |
|    1|   1|10702613|2017900607|6|MEC*1-I*1.1                             |TQ-682502-02 corrosão válvulas/flanges  |CTMIECOP  |PH        |MEDA     |301036.PSIQ.682505.000001.0003|CTMIECOP|31.08.2020|PMANORMA|CAMPSPAR|14.07.2018|          |P35|D   |
|    1|   2|10702613|2017900607|6|PINT*3-I*1.2                            |TQ-682502-02 corrosão válvulas/flanges  |CTMIECOP  |PH        |MEDA     |301036.PSIQ.682505.000001.0003|CTMIECOP|31.08.2020|PMANORMA|CAMPSPAR|14.07.2018|          |P35|D   |
|    1|   1|9705862 |2016466177|4|CS-A49:PINT                             |                                        |010COP02  |CANC      |MEDE     |301018.PSCG.123101.000018.0001|CTMIECOP|10.07.2017|PMGERAL |CAMPSPAR|06.06.2017|          |P18|C   |
|    2|   2|9705862 |2016466177|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000018.0001|CTMIECOP|30.05.2019|PMGERAL |CAMPSPAR|06.06.2017|          |P18|C   |
|    2|   3|9705862 |2016466177|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000018.0001|CTMIECOP|10.07.2017|PMGERAL |CAMPSPAR|06.06.2017|          |P18|D   |
|    2|   4|9705862 |2016466177|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000018.0001|CTMIECOP|10.07.2017|PMGERAL |CAMPSPAR|06.06.2017|          |P18|D   |
|    2|   5|9705862 |2016466177|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000018.0001|CTMIECOP|30.05.2019|PMGERAL |CAMPSPAR|06.06.2017|          |P18|C   |
|    2|   6|9705862 |2016466177|4|CS-A49:PINT                             |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000018.0001|CTMIECOP|30.05.2019|PMGERAL |CAMPSPAR|06.06.2017|          |P18|C   |
|    1|   2|9553895 |2015801420|4|CS-A58: PINT                            |                                        |400TIP02  |RECB      |MEDL     |301018.PSCG.123101.000019.0001|CTMIINTG|30.03.2019|PMANORMA|CAMPSPAR|31.03.2017|          |P18|C   |
|    1|   3|9553895 |2015801420|4|CS-A58/PINT *2-II*                      |                                        |400TIP02  |CMAN      |MEDE MSUC|301018.PSCG.123101.000019.0001|CTMIECOP|13.04.2017|PMANORMA|CAMPSPAR|31.03.2017|13.04.2017|P18|D   |
|    2|   4|9553895 |2015801420|4|CS-A58/PINT *2-II*                      |                                        |400TIP02  |RECB      |MEDL     |301018.PSCG.123101.000019.0001|CTMIECOP|13.04.2017|PMANORMA|CAMPSPAR|31.03.2017|          |P18|D   |
|    1|   5|9553895 |2015801420|4|CS-A58: PINT                            |                                        |400TIP02  |RECB      |MEDL     |301018.PSCG.123101.000019.0001|CTMIINTG|30.03.2019|PMANORMA|CAMPSPAR|31.03.2017|          |P18|C   |
|    1|   6|9553895 |2015801420|4|CS-A58/PINT *3-II*                      |                                        |400TIP02  |CMAN      |MEDE MSUC|301018.PSCG.123101.000019.0001|CTMIECOP|13.04.2017|PMANORMA|CAMPSPAR|31.03.2017|13.04.2017|P18|C   |
|    1|   1|10853586|          |6|MEC*3-IV*1.1                            |                                        |          |INIT      |MEDA     |301036.FSSV.543101.000003.0003|080COE02|          |PMANORMA|CAMPSPAR|12.09.2018|          |P35|B   |
|    8|  10|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMANORMA|CAMPSPAR|14.01.2017|24.03.2017|P33|C   |
|    7|   9|9378020 |2017423684| |CONV-PRINC-A32: PINT                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMPINTUR|CAMPSPAR|14.01.2017|24.03.2017|P33|C   |
|    7|   8|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMPINTUR|CAMPSPAR|14.01.2017|11.03.2017|P33|C   |
|    1|   1|9378020 |2017423684| |CONV-PRINC-A32: PINT                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMLACREP|CAMPSPAR|14.01.2017|24.03.2017|P33|C   |
|    2|   2|9378020 |2017423684| |CONV-PRINC-A32: ELET                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|070ELE01|28.02.2017|PMANORMA|CAMPSPAR|14.01.2017|30.03.2017|P33|C   |
|    3|   3|9378020 |2017423684| |CONV-PRINC-A32: PINT                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMPINTUR|CAMPSPAR|14.01.2017|24.03.2017|P33|C   |
|    4|   4|9378020 |2017423684| |CONV-PRINC-A32: PINT                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMPINTUR|CAMPSPAR|14.01.2017|24.03.2017|P33|C   |
|    4|   5|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMPINTUR|CAMPSPAR|14.01.2017|11.03.2017|P33|C   |
|    5|   6|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|INSPFORM|CAMPSPAR|14.01.2017|24.03.2017|P33|C   |
|    6|   7|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMANORMA|CAMPSPAR|14.01.2017|11.03.2017|P33|C   |
|    9|  11|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |CMAN      |MEDE MSUC|301033.PSIQ.682504.000003.0016|CTMIECOP|28.02.2017|PMGERAL |CAMPSPAR|14.01.2017|11.03.2017|P33|C   |
|   10|  12|9378020 |2017423684| |CONV-PRINC-A32: CALD                    |                                        |CTMIECOP  |RECB      |MEDL     |301033.PSIQ.682504.000003.0016|CTMIECOP|31.01.2019|PMPINTUR|CAMPSPAR|14.01.2017|          |P33|C   |
|    1|   1|9092288 |          |4|CP-A33: PINT                            |calota com corrosão sob pelicula de tint|          |CMAN      |MEDE MSUC|301019.PSCG.123104.000025.0006|CTMIECOP|11.11.2016|PMPINTUR|CAMPSPAR|20.09.2016|11.11.2016|P19|D   |
|    2|   2|9092288 |          |4|CP-A33: PINT                            |Berço com corrosão.                     |          |CMAN      |MEDE MSUC|301019.PSCG.123104.000025.0006|CTMIECOP|11.11.2016|PMPINTUR|CAMPSPAR|20.09.2016|13.11.2016|P19|D   |
|    3|   3|9092288 |          |4|CP-A33: CALD                            |Válvula com vazamento de água e corrosão|          |RECB      |MEDL     |301019.PSCG.123104.000025.0006|CTMIINTG|11.11.2016|PMGERAL |CAMPSPAR|20.09.2016|          |P19|D   |
|    3|   4|9092288 |          |4|CP-A33: PINT                            |Válvula com vazamento de água e corrosão|          |CMAN      |MEDE MSUC|301019.PSCG.123104.000025.0006|CTMIECOP|13.11.2016|PMGERAL |CAMPSPAR|20.09.2016|13.11.2016|P19|D   |
|    1|   1|9677214 |2016208895|4|CP-A31:PINT                             |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301019.PSCG.123101.000023.0002|CTMIECOP|24.06.2017|PMPINTUR|CAMPSPAR|24.05.2017|07.10.2017|P19|C   |
|    2|   2|9677214 |2016208895|4|CP-A31:CALD                             |                                        |CTMIINTG  |RECB      |MEDL     |301019.PSCG.123101.000023.0002|CTPCM   |24.06.2017|PMANORMA|CAMPSPAR|24.05.2017|          |P19|D   |
|    3|   3|9677214 |2016208895|4|CP-A31 : PINT                           |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301019.PSCG.123101.000023.0002|CTMIECOP|24.06.2017|INSPFORM|CAMPSPAR|24.05.2017|07.10.2017|P19|C   |
|    4|   4|9677214 |2016208895|4|CP-A31 : PINT                           |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301019.PSCG.123101.000023.0002|CTMIECOP|24.06.2017|PMPINTUR|CAMPSPAR|24.05.2017|07.10.2017|P19|C   |
|    5|   5|9677214 |2016208895|4|CP-A31 : PINT                           |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301019.PSCG.123101.000023.0002|CTMIECOP|24.06.2017|PMPINTUR|CAMPSPAR|24.05.2017|07.10.2017|P19|D   |
|    1|   1|10720499|          |4|CP-A31: PINT                            |                                        |400TIP02  |RECB      |MEDL     |301019.PSCG.123101.000023.0001|CTMIECOP|22.08.2018|PMPINTUR|CAMPSPAR|21.07.2018|          |P19|C   |
|    2|   2|10720499|          |4|CP-A31: CALD                            |                                        |400TIP02  |RECB      |MEDL     |301019.PSCG.123101.000023.0001|CTMIECOP|22.08.2018|INSPEXTE|CAMPSPAR|21.07.2018|          |P19|C   |
|    3|   3|10720499|          |4|CP-A31: CALD                            |                                        |400TIP02  |RECB      |MEDL     |301019.PSCG.123101.000023.0001|CTMIECOP|22.08.2018|INSPEXTE|CAMPSPAR|21.07.2018|          |P19|D   |
|    4|   4|10720499|          |4|CP-A31: PINT                            |                                        |400TIP02  |RECB      |MEDL     |301019.PSCG.123101.000023.0001|CTMIECOP|22.08.2018|PMPINTUR|CAMPSPAR|21.07.2018|          |P19|D   |
|    5|   5|10720499|          |4|CP-A31: PINT                            |                                        |400TIP02  |RECB      |MEDL     |301019.PSCG.123101.000023.0001|CTMIECOP|22.08.2018|PMPINTUR|CAMPSPAR|21.07.2018|          |P19|D   |
|    1|   5|6869568 |          |6|CONV-PRIN-A26: CALD *3-IV*              |Antepara de Vante                       |400TIP02  |CMAN      |MEDE MSUC|301033.FSDO.532399.000002.0014|CTMIINTG|15.05.2015|PMGERAL |CAMPSPAR|15.03.2014|09.08.2015|P33|C   |
|    3|   4|6869568 |          |6|CONV-PRIN-A26: CALD *1-II*              |Escada acesso ao TQ                     |400TIP02  |CMAN      |MEDE MSUC|301033.FSDO.532399.000002.0014|CTMIECOP|13.08.2014|PMGERAL |CAMPSPAR|15.03.2014|19.08.2014|P33|D   |
|    2|   3|6869568 |          |6|CONV-PRIN-A26: CALD *1-II*              |Guarda-corpo                            |400TIP02  |CMAN      |MEDE MSUC|301033.FSDO.532399.000002.0014|CTMIINTG|13.08.2014|PMGERAL |CAMPSPAR|15.03.2014|19.08.2014|P33|D   |
|    1|   2|6869568 |          |6|CONV-PRIN-A26: PINT *1-II*              |Antepara de Vante                       |400TIP02  |RECB      |MEDL     |301033.FSDO.532399.000002.0014|CTMIINTG|31.01.2019|PMGERAL |CAMPSPAR|15.03.2014|          |P33|C   |
|    1|   1|6869568 |          |6|CONV-PRIN-A26: CALD *4-IV*              |Antepara de Vante                       |400TIP02  |CMAN      |MEDE MSUC|301033.FSDO.532399.000002.0014|CTMIINTG|15.04.2015|PMGERAL |CAMPSPAR|15.03.2014|21.03.2015|P33|B   |
|    1|   2|2660862 |          |7|MDEC-A12:CALD                           |Tratar e pintar                         |CTMIINTG  |CANC      |MEDE     |301032.PSTA.533605.000001.0001|010COP02|03.09.2013|        |CAMPSPAR|06.10.2005|03.09.2013|P32|B   |
|    1|   1|2660862 |          |7|MDEC-A12-RI 89/05 - RTI 01 - COMCER     |Tratar e pintar                         |CTMIINTG  |RECB      |MEDL     |301032.PSTA.533605.000001.0001|CTMIINTG|30.01.2020|        |CAMPSPAR|06.10.2005|          |P32|D   |
|    2|   2|9014301 |2016420510|5|PM-LF:A-2B:CALD                         |Feixe de Tubos                          |060PLI02  |RECB      |MEDL     |301032.FSGP.514701.000001.0006|CTMIINTG|01.09.2019|PMGERAL |CAMPSPAR|18.08.2016|          |P32|C   |
|    1|   1|9014301 |2016420510|5|PM-LF:A-2B:CALD                         |Espelho BE                              |060PLI02  |RECB      |MEDL     |301032.FSGP.514701.000001.0006|CTMIINTG|01.09.2019|PMGERAL |CAMPSPAR|18.08.2016|          |P32|C   |
|    1|   1|10606013|2017733513|7|CALD*4-III*1.1                          |Corrosão interna - LSLL-122313          |          |CMAN      |MEDE MSUC|301036.PSTP.122303.000001.0001|CTMIINTG|31.10.2018|PMANORMA|CAMPPAR |06.06.2018|21.08.2018|P35|B   |
